"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy"
"102","PER","South America","Peru","2020-06-08",196515,4757,4577,5465,164,137,5960.085,144.275,138.815,165.747,4.974,4.155,3431,171719,5.208,0.104,3180,0.096,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"103","PER","South America","Peru","2020-06-09",199696,3181,4236.714,5571,106,133.857,6056.561,96.476,128.495,168.962,3.215,4.06,4033,175752,5.33,0.122,3361,0.102,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"104","PER","South America","Peru","2020-06-10",203736,4040,4813.857,5738,167,157.714,6179.09,122.529,145.999,174.027,5.065,4.783,3612,179364,5.44,0.11,3656,0.111,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"105","PER","South America","Peru","2020-06-11",208823,5087,4272.714,5903,165,144.143,6333.373,154.283,129.587,179.032,5.004,4.372,3779,183143,5.555,0.115,3851,0.117,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"106","PER","South America","Peru","2020-06-12",214788,5965,4512.857,6109,206,154,6514.285,180.912,136.87,185.279,6.248,4.671,4294,187437,5.685,0.13,4038,0.122,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"107","PER","South America","Peru","2020-06-13",220749,5961,4764.143,6308,199,163.714,6695.076,180.791,144.491,191.315,6.035,4.965,3635,191072,5.795,0.11,3933,0.119,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"108","PER","South America","Peru","2020-06-14",225132,4383,4767.714,6498,190,171,6828.007,132.932,144.6,197.077,5.762,5.186,3523,194595,5.902,0.107,3758,0.114,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"109","PER","South America","Peru","2020-06-15",229736,4604,4745.857,6688,190,174.714,6967.641,139.634,143.937,202.84,5.762,5.299,4222,198817,6.03,0.128,3871,0.117,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"110","PER","South America","Peru","2020-06-16",232992,3256,4756.571,6860,172,184.143,7066.392,98.751,144.262,208.056,5.217,5.585,3435,202252,6.134,0.104,3786,0.115,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"111","PER","South America","Peru","2020-06-17",237156,4164,4774.286,7056,196,188.286,7192.682,126.29,144.799,214.001,5.944,5.71,4171,206423,6.261,0.127,3866,0.117,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"112","PER","South America","Peru","2020-06-18",240908,3752,4583.571,7257,201,193.429,7306.476,113.794,139.015,220.097,6.096,5.866,3670,210093,6.372,0.111,3850,0.117,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"113","PER","South America","Peru","2020-06-19",244388,3480,4228.571,7461,204,193.143,7412.021,105.545,128.248,226.284,6.187,5.858,1904,211997,6.43,0.058,3509,0.106,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"114","PER","South America","Peru","2020-06-20",247925,3537,3882.286,7660,199,193.143,7519.294,107.273,117.745,232.319,6.035,5.858,3936,215933,6.549,0.119,3552,0.108,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"115","PER","South America","Peru","2020-06-21",251338,3413,3743.714,7861,201,194.714,7622.806,103.513,113.543,238.416,6.096,5.905,2282,218215,6.618,0.069,3374,0.102,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"116","PER","South America","Peru","2020-06-22",254936,3598,3600,8045,184,193.857,7731.93,109.123,109.184,243.996,5.581,5.879,4025,222240,6.74,0.122,3346,0.101,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"117","PER","South America","Peru","2020-06-23",254936,0,3134.857,8045,0,169.286,7731.93,0,95.077,243.996,0,5.134,5153,227393,6.897,0.156,3592,0.109,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"118","PER","South America","Peru","2020-06-24",260810,5874,3379.143,8404,359,192.571,7910.082,178.152,102.486,254.884,10.888,5.84,5337,232730,7.058,0.162,3758,0.114,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"119","PER","South America","Peru","2020-06-25",264689,3879,3397.286,8586,182,189.857,8027.728,117.646,103.036,260.404,5.52,5.758,5158,237888,7.215,0.156,3971,0.12,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"120","PER","South America","Peru","2020-06-26",268602,3913,3459.143,8761,175,185.714,8146.405,118.677,104.912,265.712,5.308,5.633,4921,242809,7.364,0.149,4402,0.134,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"121","PER","South America","Peru","2020-06-27",272364,3762,3491.286,8939,178,182.714,8260.502,114.097,105.887,271.11,5.399,5.542,2506,245315,7.44,0.076,4197,0.127,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"122","PER","South America","Peru","2020-06-28",275989,3625,3521.571,9135,196,182,8370.444,109.942,106.805,277.055,5.944,5.52,2096,247411,7.504,0.064,4171,0.127,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"123","PER","South America","Peru","2020-06-29",279419,3430,3497.571,9317,182,181.714,8474.472,104.028,106.078,282.574,5.52,5.511,2863,250274,7.591,0.087,4005,0.121,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"124","PER","South America","Peru","2020-06-30",282365,2946,3918.429,9504,187,208.429,8563.821,89.349,118.842,288.246,5.672,6.321,2464,252738,7.665,0.075,3621,0.11,NA,NA,"people tested",89.81,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"125","PER","South America","Peru","2020-07-01",285213,2848,3486.143,9677,173,181.857,8650.198,86.377,105.731,293.493,5.247,5.516,3261,255999,7.764,0.099,3324,0.101,NA,NA,"people tested",80.56,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"126","PER","South America","Peru","2020-07-02",288477,3264,3398.286,9860,183,182,8749.192,98.994,103.066,299.043,5.55,5.52,3037,259036,7.856,0.092,3021,0.092,NA,NA,"people tested",80.56,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"127","PER","South America","Peru","2020-07-03",292004,3527,3343.143,10045,185,183.429,8856.162,106.97,101.394,304.654,5.611,5.563,2567,261603,7.934,0.078,2685,0.081,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"128","PER","South America","Peru","2020-07-04",295599,3595,3319.286,10226,181,183.857,8965.194,109.032,100.67,310.143,5.49,5.576,3188,264791,8.031,0.097,2782,0.084,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"129","PER","South America","Peru","2020-07-05",299080,3481,3298.714,10412,186,182.429,9070.769,105.575,100.046,315.785,5.641,5.533,3343,268134,8.132,0.101,2960,0.09,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"130","PER","South America","Peru","2020-07-06",302718,3638,3328.429,10589,177,181.714,9181.106,110.337,100.948,321.153,5.368,5.511,3813,271947,8.248,0.116,3096,0.094,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"131","PER","South America","Peru","2020-07-07",305703,2985,3334,10772,183,181.143,9271.637,90.532,101.117,326.703,5.55,5.494,4673,276620,8.39,0.142,3412,0.103,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"132","PER","South America","Peru","2020-07-08",309278,3575,3437.857,10952,180,182.143,9380.063,108.426,104.266,332.162,5.459,5.524,3153,279773,8.485,0.096,3396,0.103,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"133","PER","South America","Peru","2020-07-09",312911,3633,3490.571,11133,181,181.857,9490.248,110.185,105.865,337.652,5.49,5.516,4113,283886,8.61,0.125,3550,0.108,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"134","PER","South America","Peru","2020-07-10",316448,3537,3492,11314,181,181.286,9597.521,107.273,105.909,343.141,5.49,5.498,3078,286964,8.703,0.093,3623,0.11,NA,NA,"people tested",78.7,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"135","PER","South America","Peru","2020-07-11",319646,3198,3435.286,11500,186,182,9694.513,96.992,104.188,348.782,5.641,5.52,3270,290234,8.802,0.099,3635,0.11,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"136","PER","South America","Peru","2020-07-12",322710,3064,3375.714,11682,182,181.429,9787.441,92.928,102.382,354.302,5.52,5.503,3261,293495,8.901,0.099,3623,0.11,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"137","PER","South America","Peru","2020-07-13",326326,3616,3372.571,11870,188,183,9897.11,109.669,102.286,360.004,5.702,5.55,4274,297769,9.031,0.13,3689,0.112,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"138","PER","South America","Peru","2020-07-14",330123,3797,3488.571,12054,184,183.143,10012.269,115.159,105.805,365.585,5.581,5.555,6555,304324,9.23,0.199,3958,0.12,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"139","PER","South America","Peru","2020-07-15",333867,3744,3512.714,12229,175,182.429,10125.821,113.551,106.537,370.892,5.308,5.533,5422,309746,9.394,0.164,4282,0.13,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"140","PER","South America","Peru","2020-07-16",337724,3857,3544.714,12417,188,183.429,10242.799,116.979,107.507,376.594,5.702,5.563,6100,315846,9.579,0.185,4566,0.138,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"141","PER","South America","Peru","2020-07-17",341586,3862,3591.143,12615,198,185.857,10359.929,117.13,108.915,382.599,6.005,5.637,5815,321661,9.756,0.176,4957,0.15,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"142","PER","South America","Peru","2020-07-18",345537,3951,3698.714,12799,184,185.571,10479.759,119.83,112.178,388.18,5.581,5.628,4849,326510,9.903,0.147,5182,0.157,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"143","PER","South America","Peru","2020-07-19",349500,3963,3827.143,12998,199,188,10599.952,120.193,116.073,394.215,6.035,5.702,3243,329753,10.001,0.098,5180,0.157,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"144","PER","South America","Peru","2020-07-20",353590,4090,3894.857,13187,189,188.143,10723.998,124.045,118.127,399.947,5.732,5.706,4758,334511,10.145,0.144,5249,0.159,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"145","PER","South America","Peru","2020-07-21",357681,4091,3936.857,13384,197,190,10848.073,124.076,119.401,405.922,5.975,5.762,4587,339098,10.284,0.139,4968,0.151,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"146","PER","South America","Peru","2020-07-22",362087,4406,4031.429,13579,195,192.857,10981.702,133.629,122.269,411.836,5.914,5.849,5430,344528,10.449,0.165,4969,0.151,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"147","PER","South America","Peru","2020-07-23",366550,4463,4118,13767,188,192.857,11117.06,135.358,124.894,417.538,5.702,5.849,4893,349421,10.598,0.148,4796,0.145,NA,NA,"people tested",75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"148","PER","South America","Peru","2020-07-24",371096,4546,4215.714,17654,3887,719.857,11254.935,137.875,127.858,535.426,117.888,21.832,6245,355666,10.787,0.189,4858,0.147,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"149","PER","South America","Peru","2020-07-25",375961,4865,4346.286,17843,189,720.571,11402.486,147.55,131.818,541.159,5.732,21.854,4752,360418,10.931,0.144,4844,0.147,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"150","PER","South America","Peru","2020-07-26",379884,3923,4340.571,18030,187,718.857,11521.466,118.98,131.645,546.83,5.672,21.802,3893,364311,11.049,0.118,4937,0.15,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"151","PER","South America","Peru","2020-07-27",384797,4913,4458.143,18229,199,720.286,11670.472,149.006,135.211,552.866,6.035,21.845,4769,369080,11.194,0.145,4938,0.15,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"152","PER","South America","Peru","2020-07-28",389717,4920,4576.571,18418,189,719.143,11819.69,149.218,138.802,558.598,5.732,21.811,3799,372879,11.309,0.115,4826,0.146,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"153","PER","South America","Peru","2020-07-29",395005,5288,4702.571,18612,194,719,11980.069,160.379,142.624,564.482,5.884,21.806,3870,376749,11.426,0.117,4603,0.14,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"154","PER","South America","Peru","2020-07-30",400683,5678,4876.143,18816,204,721.286,12152.277,172.208,147.888,570.669,6.187,21.876,5926,382675,11.606,0.18,4751,0.144,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"155","PER","South America","Peru","2020-07-31",407492,6809,5199.429,19021,205,195.286,12358.786,206.51,157.693,576.886,6.217,5.923,5852,388527,11.784,0.177,4694,0.142,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"156","PER","South America","Peru","2020-08-01",414735,7243,5539.143,19217,196,196.286,12578.459,219.672,167.996,582.831,5.944,5.953,5845,394372,11.961,0.177,4851,0.147,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"157","PER","South America","Peru","2020-08-02",422183,7448,6042.714,19408,191,196.857,12804.348,225.89,183.269,588.623,5.793,5.97,3670,398042,12.072,0.111,4819,0.146,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"158","PER","South America","Peru","2020-08-03",428850,6667,6293.286,19614,206,197.857,13006.551,202.203,190.868,594.871,6.248,6.001,4175,402217,12.199,0.127,4734,0.144,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"159","PER","South America","Peru","2020-08-04",433100,4250,6197.571,19811,197,199,13135.449,128.898,187.966,600.846,5.975,6.035,5974,408191,12.38,0.181,5045,0.153,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"160","PER","South America","Peru","2020-08-05",439890,6790,6412.143,20007,196,199.286,13341.382,205.933,194.473,606.79,5.944,6.044,4884,413075,12.528,0.148,5189,0.157,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"161","PER","South America","Peru","2020-08-06",447624,7734,6705.857,20228,221,201.714,13575.946,234.564,203.381,613.493,6.703,6.118,6913,419988,12.738,0.21,5330,0.162,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"162","PER","South America","Peru","2020-08-07",455409,7785,6845.286,20424,196,200.429,13812.057,236.111,207.61,619.438,5.944,6.079,4262,424250,12.867,0.129,5103,0.155,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"163","PER","South America","Peru","2020-08-08",463875,8466,7020,20649,225,204.571,14068.821,256.765,212.909,626.262,6.824,6.204,6120,430370,13.053,0.186,5143,0.156,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"164","PER","South America","Peru","2020-08-09",471012,7137,6975.571,20844,195,205.143,14285.278,216.457,211.561,632.176,5.914,6.222,5006,435376,13.204,0.152,5333,0.162,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"165","PER","South America","Peru","2020-08-10",478024,7012,7024.857,21072,228,208.286,14497.945,212.666,213.056,639.091,6.915,6.317,3728,439104,13.318,0.113,5270,0.16,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"166","PER","South America","Peru","2020-08-11",483133,5109,7147.571,21276,204,209.286,14652.895,154.95,216.778,645.278,6.187,6.347,8033,447137,13.561,0.244,5564,0.169,NA,NA,"people tested",81.48,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"167","PER","South America","Peru","2020-08-12",489680,6547,7112.857,21501,225,213.429,14851.458,198.563,215.725,652.102,6.824,6.473,9322,456459,13.844,0.283,6198,0.188,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"168","PER","South America","Peru","2020-08-13",498555,8875,7275.857,21713,212,212.143,15120.627,269.169,220.669,658.532,6.43,6.434,7736,464195,14.079,0.235,6315,0.192,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"169","PER","South America","Peru","2020-08-14",507996,9441,7512.429,25648,3935,746.286,15406.963,286.335,227.844,777.876,119.344,22.634,8488,472683,14.336,0.257,6919,0.21,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"170","PER","South America","Peru","2020-08-15",516296,8300,7488.714,25856,208,743.857,15658.693,251.73,227.125,784.184,6.308,22.56,10411,483094,14.652,0.316,7532,0.228,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"171","PER","South America","Peru","2020-08-16",525803,9507,7827.286,26075,219,747.286,15947.029,288.337,237.393,790.826,6.642,22.664,6547,489641,14.85,0.199,7752,0.235,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"172","PER","South America","Peru","2020-08-17",535946,10143,8274.571,26281,206,744.143,16254.656,307.626,250.959,797.074,6.248,22.569,8216,497857,15.099,0.249,8393,0.255,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"173","PER","South America","Peru","2020-08-18",541493,5547,8337.143,26481,200,743.571,16422.89,168.234,252.856,803.14,6.066,22.552,9044,506901,15.374,0.274,8538,0.259,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"174","PER","South America","Peru","2020-08-19",549321,7828,8520.143,26658,177,736.714,16660.305,237.415,258.407,808.508,5.368,22.344,8459,515360,15.63,0.257,8414,0.255,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"175","PER","South America","Peru","2020-08-20",558420,9099,8552.143,26834,176,731.571,16936.267,275.963,259.377,813.846,5.338,22.188,8457,523817,15.887,0.256,8517,0.258,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"176","PER","South America","Peru","2020-08-21",567059,8639,8437.571,27034,200,198,17198.279,262.011,255.902,819.912,6.066,6.005,8280,532097,16.138,0.251,8488,0.257,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"177","PER","South America","Peru","2020-08-22",576067,9008,8538.714,27245,211,198.429,17471.482,273.203,258.97,826.311,6.399,6.018,6886,538983,16.347,0.209,7984,0.242,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"178","PER","South America","Peru","2020-08-23",585236,9169,8490.429,27453,208,196.857,17749.567,278.086,257.505,832.619,6.308,5.97,5249,544232,16.506,0.159,7799,0.237,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"179","PER","South America","Peru","2020-08-24",594326,9090,8340,27663,210,197.429,18025.257,275.69,252.943,838.989,6.369,5.988,5127,549359,16.661,0.155,7357,0.223,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"180","PER","South America","Peru","2020-08-25",600438,6112,8420.714,27813,150,190.286,18210.627,185.37,255.391,843.538,4.549,5.771,3570,552929,16.77,0.108,6575,0.199,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"181","PER","South America","Peru","2020-08-26",607382,6944,8294.429,28001,188,191.857,18421.231,210.604,251.561,849.24,5.702,5.819,7776,560705,17.006,0.236,6478,0.196,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"182","PER","South America","Peru","2020-08-27",613378,5996,7851.143,28124,123,184.286,18603.083,181.852,238.117,852.97,3.73,5.589,7399,568104,17.23,0.224,6327,0.192,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"183","PER","South America","Peru","2020-08-28",621997,8619,7848.286,28277,153,177.571,18864.488,261.405,238.03,857.61,4.64,5.386,8457,576561,17.486,0.256,6352,0.193,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"184","PER","South America","Peru","2020-08-29",629961,7964,7699.143,28471,194,175.143,19106.028,241.539,233.507,863.494,5.884,5.312,7671,584232,17.719,0.233,6464,0.196,NA,NA,"people tested",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"185","PER","South America","Peru","2020-08-30",639435,9474,7742.714,28607,136,164.857,19393.364,287.336,234.828,867.619,4.125,5,NA,NA,NA,NA,NA,NA,NA,NA,"",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"186","PER","South America","Peru","2020-08-31",647166,7731,7548.571,28788,181,160.714,19627.836,234.473,228.94,873.109,5.49,4.874,NA,NA,NA,NA,NA,NA,NA,NA,"",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"187","PER","South America","Peru","2020-09-01",652037,4871,7371.286,28944,156,161.571,19775.569,147.732,223.563,877.84,4.731,4.9,NA,NA,NA,NA,NA,NA,NA,NA,"",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"188","PER","South America","Peru","2020-09-02",657129,5092,7106.714,29068,124,152.429,19930.003,154.435,215.539,881.601,3.761,4.623,NA,NA,NA,NA,NA,NA,NA,NA,"",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
"189","PER","South America","Peru","2020-09-03",663437,6308,7151.286,29259,191,162.143,20121.318,191.315,216.891,887.393,5.793,4.918,NA,NA,NA,NA,NA,NA,NA,NA,"",85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74
